"text","label","author","category","original_id"
"The people of France eat more cheese than any other country in the world.","fact","djtech.net","","58106f068b3bf87aa88c5662d93ccaee"
"Honey is the only food which does not spoil.","fact","djtech.net","","aa98a10121c712533238ee35ed4455a4"
"Shakespeare invented the word `assassination` and `bump`.","fact","djtech.net","","aabe6525be651bc9790f6943765de9c6"
"The expression `to get fired` comes from long ago Clans that wanted to get rid of unwanted people, so they would burn their houses instead of killing them, creating the term `Got fired`.","fact","djtech.net","","0d9650539c6ba0d098e0f70518bc9ac7"
"If one spells out numbers, they would have to count to One Thousand before coming across the letter ""A"".","fact","djtech.net","","c623331c0f1018cbc0c33d7d59dac225"
"The shortest British monarch was Charles I, who was 4 feet 9 inches.","fact","djtech.net","","6361f08158a47a8b98f7c5f7ac911362"
"Nevada is the driest state in the U.S.. Each year it averages 7.5 inches (19 cm) of rain.","fact","djtech.net","","28638cc383654145e2c27022032497f7"
"A female ferret will die if it goes into heat and cannot find a mate.","fact","djtech.net","","496a43d12654f991824ada535520c6ea"
"All polar bears are left-handed.","fact","djtech.net","","bb2aec8ed6dce43bac1673e6ba55993b"
"55.1% of all US prisoners are in prison for drug offenses.","fact","djtech.net","","c90c907b8f1462d22b5f078234446729"
"Studies have shown that children laugh an average of 300 times/day and adults 17 times/day, making the average child more optimistic, curious, and creative than the adult.","fact","djtech.net","","2ea1716471a842590af16b524a1937d0"
"There is a hotel in Sweden built entirely out of ice; it is rebuilt every year.","fact","djtech.net","","fd372541a211e2908518165511b33955"
"King Louis XIX ruled France for 15 minutes.","fact","djtech.net","","d2da3eb4d30360285eabf153c5d1398e"
"Only 6 people in the whole world have died from moshing.","fact","djtech.net","","748c08a0310dd6f69b410add8fb0886f"
"Einstein couldn`t speak fluently until after his ninth birthday. His parents thought he was mentally retarded.","fact","djtech.net","","7dde1f824e91c3a2e039aca85b2f25ff"
"Approximately every seven minutes of every day, someone in an aerobics class pulls their hamstring.","fact","djtech.net","","a79df1c3d4ee87fa1c6ffb798cb6c3d1"
"When the Titanic sank, 2228 people were on it. Only 706 survived.","fact","djtech.net","","f541d8caea1570ba2270fafdd6e81d3a"
"The longest recorded flight of a chicken is thirteen seconds.","fact","djtech.net","","29c04092542e313890d1ea0195aba86d"
"101 Dalmatians, Peter Pan, Lady and the Tramp, and Mulan are the only Disney cartoons where both parents are present and don`t die throughout the movie.","fact","djtech.net","","e17dbc8227aeef69e0144649714738ea"
"Mozart wrote the nursery rhyme `twinkle, twinkle, little star` at the age of 5.","fact","djtech.net","","6d28288748c2e4a973f2cab7ae072080"
"Coca-Cola would be green if coloring weren’t added to it.","fact","djtech.net","","41f2faa786ac527c81401d7132a9179d"
"Buckingham Palace in England has over six hundred rooms.","fact","djtech.net","","3e1d123d2a3c36764a3e729921691d71"
"Oak trees do not produce acorns until they are fifty years of age or older.","fact","djtech.net","","bc185f4257b4996266eaa3e18c490ae4"
"The Nullarbor Plain of Australia covers 100,000 square miles (160,900 km) without a tree.","fact","djtech.net","","b1e028755240292063430ac30c88743f"
"Mongolia is the largest landlocked country.","fact","djtech.net","","bfb35eb4e19e1df8a0b7dd52a1be7fa0"
"Isaac Asimov is the only author to have a book in every Dewey-decimal category.","fact","djtech.net","","bd98a34de4ea7d5de5153a84426fd8aa"
"Canada is the only country not to win a gold medal in the summer Olympic games while hosting.","fact","djtech.net","","bc413c9f58c0e1b8e4419be84e794bba"
"PEZ candy even comes in a Coffee flavor.","fact","djtech.net","","76d9063d8bc889cc22659c46a05ac562"
"Your ribs move about 5 million times a year, every time you breathe!","fact","djtech.net","","30b7b6698fd5804aae07a69b55ce00b0"
"The shortest war in history was between Zanzibar and England in 1896. Zanzibar surrendered after 38 minutes.","fact","djtech.net","","69b77879a0187cf159db700b74000e67"
"Paraskevidekatriaphobia means fear of Friday the 13th, which occurs one to three times a year.","fact","djtech.net","","b3cbc6e565b9644f30dfc8748dbf5365"
"The letters KGB stand for Komitet Gosudarstvennoy Bezopasnosti.","fact","djtech.net","","cfea5f369c38686a6c99e2374c133cf7"
"The February of 1865 is the only month in recorded history not to have a full moon.","fact","djtech.net","","be46938f58abe3f9ec2a167ae4c84700"
"There are more psychoanalysts per capita in Buenos Aires than any other place in the world.","fact","djtech.net","","639167e5bd6782b436a3069f3e912bc7"
"The longest one-syllable word in the English language is ""screeched.""","fact","djtech.net","","34d00bdaae13809e554a14bfc75a06d5"
"In England, the Speaker of the House is not allowed to speak.","fact","djtech.net","","5613519f1470ccccfe2e82e32f2c9ab2"
"The average chocolate bar has 8 insects’ legs melted into it.","fact","djtech.net","","b59a63bb1b36be1933a902950561d959"
"40% of McDonald’s profits come from the sales of Happy Meals.","fact","djtech.net","","61e6d61167029235f26defedbc797368"
"An ostrich`s eye is bigger than its brain.","fact","djtech.net","","8e039f6df2fef8b2f4cef6ecb23c4c02"
"Broccoli and cauliflower are the only vegetables that are flowers.","fact","djtech.net","","c7991afc05d5f8f0689ec2a81c7a3daa"
"Right handed people live, on average, nine years longer than left handed people do.","fact","djtech.net","","6b2b027c0f2412cdbc8f1992ac6ceca1"
"A man's beard grows fastest when he anticipates sex.","fact","djtech.net","","c6d14aaca2184a49f2ddcc3c087aab7b"
"Dogs and cats consume over $11 billion worth of pet food a year","fact","djtech.net","","86799fa810c785aad64410f6490fac69"
"Banging your head against a wall uses 150 calories an hour.","fact","djtech.net","","ec91af89f7cba4c2f805dd4d5bbcb469"
"The average American/Canadian will eat about 11.9 pounds of cereal per year!","fact","djtech.net","","de5646e738eb8af844fa241dc42cd281"
"Dreamt is the only English word that ends in the letters “MT”.","fact","djtech.net","","794b24c814fc4f0357bcfd707f0d8e11"
"The most common name in Italy is Mario Rossi.","fact","djtech.net","","dcc18346192dee301087024a8c558e75"
"The Falkland Isles (pop. about 2000) has over 700000 sheep (350 per person).","fact","djtech.net","","09c57555be2e6d9fdf0acc0f671720c5"
"Meteorologists claim they`re right 85% of the time (think about that one!)","fact","djtech.net","","f3df402452c550993e46031dad9e698a"
"The average person laughs 10 times a day!","fact","djtech.net","","6aefeac75c16d9813321199256d16129"
"166,875,000,000 pieces of mail are delivered each year in the US","fact","djtech.net","","f3581900c2dffba3b096c48702b5e12b"
"In America you will see an average of 500 advertisements a day.","fact","djtech.net","","7e2380006c986ce48dfaf374b545990e"
"The first contraceptive was crocodile dung used by the ancient Egyptians.","fact","djtech.net","","3b8c10e9cefa0eee8962ec37c9137459"
"No piece of square dry paper can be folded in half more than 7 times","fact","djtech.net","","2e8971a1def3e8f806bf048461df7104"
"Every time you lick a stamp you consume 1/10 of a calorie.","fact","djtech.net","","d0c522353ff54fb1186ac538c9e5e12b"
"Alabama was the first state to recognize Christmas as an official holiday.","fact","djtech.net","","c7f26ae491ac71bfe57727b76c3377ac"
"The world’s oldest piece of chewing gum is 9000 years old!","fact","djtech.net","","c4fb0ee19bfef7475435718273c00c61"
"The average person spends 6 months of their life sitting at red lights.","fact","djtech.net","","3e4d1da206713ffa0d0b4ee3d85c216b"
"The town of Calma, Chile in the Atacama Desert has never had rain.","fact","djtech.net","","d90e5873dce91ce5fe3a405f07b94b9b"
"A Czech man, Jan Honza Zampa, holds the record for drinking one liter of beer in 4.11 seconds.","fact","djtech.net","","6292c5fb3f06e96915f2137e261a6fb4"
"A skunk's smell can be detected by a human a mile away.","fact","djtech.net","","4b88a714f857fe12b805330c73b413de"
"Every year 4 people in the UK die putting their trousers on.","fact","djtech.net","","b1db9f137a5e00ee5ab2737828c3a68c"
"Charlie Chaplin once won third prize in a Charlie Chaplin look-alike contest.","fact","djtech.net","","c7db1afccfa86ef3be6382640185462d"
"Rubber bands last longer when refrigerated.","fact","djtech.net","","9b31ae349d53731063eafbcfd707bcb6"
"The NY phone book had 22 Hitlers before WWII. The NY phone book had 0 Hitlers after WWII.","fact","djtech.net","","b912ba77f1676672c46592fe6deeefd0"
"An ant always falls over on its right side when intoxicated.","fact","djtech.net","","32775091bed7a7e7357623e8660785aa"
"Russians generally answer the phone by saying, ""I'm listening"".","fact","djtech.net","","8d289013010aaa2dcc6b9601d7cfd5a1"
"The skeleton of Jeremy Bentham is present at all important meetings of the University of London","fact","djtech.net","","ebd695d411a6f37b83bf7b92a7d042ea"
"The state of Maryland has no natural Lakes.","fact","djtech.net","","9e1e5ab0f06b99da2d7384e06cb2ba1d"
"A jellyfish is 95% water.","fact","djtech.net","","04eb8b24316548c3fa5e3e5a86751087"
"Half of all bank robberies take place on a Friday.","fact","djtech.net","","844ea9509bbbebba622fd4cbde7a676d"
"In the great fire of London in 1666 half of London was burnt down but only 6 people were injured.","fact","djtech.net","","be69e1c07e59dec4fc4ae7c928920641"
"Daffy Duck`s middle name is ""Dumas""","fact","djtech.net","","e13b6263083de8ace58426bf773a26bf"
"Cats’ urine glows under a black light.","fact","djtech.net","","9eeafab23b329cb9825ac779abfe2f1e"
"In most watch advertisements the time displayed on a watch is 10:10.","fact","djtech.net","","5753727c5c4dc22d2c14b9c4f743c252"
"In 10 minutes, a hurricane releases more energy than all the world’s nuclear weapons combined.","fact","djtech.net","","500c6392df060631a35ef77805e49257"
"The human brain uses the same amount of energy as a 10-watt light bulb","fact","djtech.net","","875d679b05fe4f1932587435bd14f9b7"
"Camels have three eyelids to protect themselves from blowing sand.","fact","djtech.net","","29de7e05d27cc1a925e6ba91c7724afe"
"There are 1,792 steps in the Eiffel Tower","fact","djtech.net","","50d9cf341be86508620436420c6f7c11"
"More Monopoly money is printed in a year, than real money throughout the world.","fact","djtech.net","","22549fa9491f7f6fd71bb682c11956cc"
"If you yelled for 8 years, 7 months and 6 days, you will have produced enough sound energy to heat one cup of coffee.","fact","djtech.net","","d663e30f84268c470e47e4c83b9b7c9a"
"The buzz from an electric razor in America plays in the key of B flat; Key of G in England.","fact","djtech.net","","80b79a49182ff57675721e18d31f1763"
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Mat,"" which means ""the king is dead.""","fact","djtech.net","","583be934245210ba8bdb30e604746b09"
"A signature is called a John Hancock because he signed the Declaration of Independence. Only 2 people signed the declaration of independence on July 4. The Last person signed 2 years later.","fact","djtech.net","","6efa598440e7dd50ed626237abb100c2"
"Butterflies taste with their feet.","fact","djtech.net","","63614d6257c89d844ea3aa50b9766ba7"
"There are no clocks in Las Vegas gambling casinos.","fact","djtech.net","","619b0bcdfc6e394724ee7538048bfab2"
"The world's youngest parents were 8 and 9 and lived in China in 1910.","fact","djtech.net","","648888141fbc254e95f93c48f43cd46a"
"Chocolate can kill dogs; it directly affects their heart and nervous system.","fact","djtech.net","","0a5969428e07469aac1766902e94b3ee"
"Bruce Lee was so fast that they actually had to s-l-o-w film down so you could see his moves.","fact","djtech.net","","9719422aac2b42b7298c5a84b7dc39fa"
"One quarter of the bones in your body, are in your feet!","fact","djtech.net","","cfe1c0e089b00d98561f0a0b3b3f1e3b"
"Insects outnumber humans 100,000,000 to one.","fact","djtech.net","","191222378b1c5a3d593b8364ffd2c8c8"
"The common idea that only 10% of the brain is used it not true as it is impossible to determine the actual percentage because of the complexity of the brain.","fact","djtech.net","","60dd6c650a20bb1998fc74314ed9d9a4"
"For some time Frederic Chopin, the composer and pianist, wore a beard on only one side of his face, explaining: ""It does not matter, my audience sees only my right side.""","fact","djtech.net","","609a037d51cce0d3abc82ebbbe97f0d2"
"The word “maverick” came into use after Samuel Maverick, a Texan refused to brand his cattle.","fact","djtech.net","","eacbc42aa0ec2b1874c4420e2d847ba3"
"The `Golden Arches` of fast food chain McDonalds is more recognized worldwide than the religious cross of Christianity.","fact","djtech.net","","afb4e4bf796ca4524d6a7384e0c61311"
"It`s possible to lead a cow upstairs but not downstairs.","fact","djtech.net","","58a76329aeda043e07e1fb4632f8e09a"
"There are a million ants for every person on Earth.","fact","djtech.net","","1962e5f2fd9ab8deb77ea51e19899807"
"Coconuts kill about 150 people each year. That’s more than sharks.","fact","djtech.net","","13786ceb7d3370e0d9250689bb43c657"
"There was once an undersea post office in the Bahamas.","fact","djtech.net","","470cbbcecff0533d02e03a937785b128"
"A lion's roar can be heard from five miles away.","fact","djtech.net","","33b30dae96b795fcea3f660672b144ba"
"“Duff” is the decaying organic matter found on a forest floor.","fact","djtech.net","","613c0ed63f612820434959022dd7856f"
"Tigers not only have striped fur, they have striped skin!","fact","djtech.net","","3f4bac8655449adc95b7eb89c129e17e"
"Thomas Edison, acclaimed inventor of the light bulb, was afraid of the dark.","fact","djtech.net","","5ba149a8eebdc52003ec38c181b9a479"
"Abraham Lincoln’s ghost is said to haunt the White House.","fact","djtech.net","","c7926a54c9399526068a45f3909f100a"
"The number ""four"" is considered unlucky in Japan because it is pronounced the same as ""death"".","fact","djtech.net","","8a685e87e14d432cef81eca9790bb016"
"Dolphins can look in different directions with each eye. They can sleep with one eye open.","fact","djtech.net","","50180474c3b3b456b7897d089184f48d"
"If a rooster can`t fully extend its neck, it can`t crow.","fact","djtech.net","","bcd75f5c0e08b30429a18500433ab1d6"
"In the 17th century, the value of pi was known to 35 decimal places. Today, to 1.2411 trillion.","fact","djtech.net","","81362431867207a4e234a19ded1cd3a1"
"A cat has 32 muscles in each ear.","fact","djtech.net","","a2431ba4bac75532e8ec9f36c76d44b6"
"Ninety percent of New York City cabbies are recently arrived immigrants.","fact","djtech.net","","e25f69635f0732b4ff22659b519c998b"
"A standard slinky measures 87 feet when stretched out.","fact","djtech.net","","a02866dcba360c387efe2e2da1c7e755"
"There are more than 10 million bricks in the Empire State Building.","fact","djtech.net","","2bf05948f79425273843348c0874d40e"
"Gary, Indiana is the murder capital of the U.S. - probably the world.","fact","djtech.net","","d38955597d11be1bfbc3601984602da1"
"All US Presidents have worn glasses; some just didn`t like being seen wearing them in public.","fact","djtech.net","","cd5dcc16a9be342879b511e5b6657c58"
"The name Jeep comes from “GP”, the army abbreviation for General Purpose.","fact","djtech.net","","6c5ee0208cadf00193b93553a333945c"
"The strongest muscle in the human body is the tongue. (the heart is not a muscle)","fact","djtech.net","","0379f09e854c32067ed339a12971f594"
"The penguin is the only bird that can swim but can't fly.","fact","djtech.net","","1555adcd95516222dee45e0db4d0ab8c"
"There is approximately one chicken for every human being in the world.","fact","djtech.net","","d8bb5d4d9603f350ee25c074366abbb4"
"Sugar was first added to chewing gum in 1869 by a dentist, William Semple.","fact","djtech.net","","b985f6dcaff8d588290d3445f37c75dd"
"A cockroach will live nine days without its head before it starves to death.","fact","djtech.net","","cce0d86e2e7702eeb909b1055a6a70ba"
"Reindeer like to eat bananas.","fact","djtech.net","","09bca6148fef01d0b4c4efa11428ffe2"
"Cephalacaudal recapitulation is the reason our extremities develop faster than the rest of us.","fact","djtech.net","","47f315bb5422c50940e255b429378eb7"
"Ramses brand condom is named after the great pharaoh Ramses II who fathered over 160 children.","fact","djtech.net","","58ca3039b642504695d742a5de6ec607"
"The mother of Michael Nesmith of ""The Monkees"" invented whiteout.","fact","djtech.net","","4c9d218aefc1fccc3ad0bd044d209242"
"There are 10 human body parts that are only 3 letters long (eye hip arm leg ear toe jaw rib lip gum).","fact","djtech.net","","cee88e62c06563df133bf06ad19db980"
"Every person, including identical twins, has a unique eye & tongue print along with their finger print.","fact","djtech.net","","1027fa8802a12dbf9ff471d25f6b9fc4"
"Butterflies taste with their hind feet.","fact","djtech.net","","54540d7fadd6c53ca4f77d645b3dd752"
"The Michelin man is known as Mr. Bib. His name was Bibendum in the company’s first ads in 1896.","fact","djtech.net","","5540fc98edbb7360bdfe41971042b136"
"No word in the English language rhymes with month, orange, silver and purple.","fact","djtech.net","","daf2c54fc64779e07467ea7453400849"
"Daniel Boone hated coonskin caps.","fact","djtech.net","","0ff195d7cd7df915d37f229bfff085e3"
"A lion in the wild usually makes no more than 20 kills a year.","fact","djtech.net","","8adee5af2398ad4e2b477dd27b302178"
"Ketchup was sold in the 1830s as medicine.","fact","djtech.net","","cf793a2b4468046470f339b0eb2bf33d"
"The verb ""cleave"" is the only English word with two synonyms which are antonyms of each other: adhere and separate.","fact","djtech.net","","ec5921df7f0fcbb780b4ca37ed77944b"
"The most popular first name in the world is Muhammad.","fact","djtech.net","","139a77bda63ca3022c8bb9a2d75a5fc7"
"There are 1 million ants for every human in the world.","fact","djtech.net","","1cdd866f3f4749f6d8baaca68a785623"
"If we had the same mortality rate now as in 1900, more than half the people in the world today would not be alive.","fact","djtech.net","","d776472f105376e395246318c6fa8fbb"
"Clownfish, wrasses, moray eels, gobies and other fish species are known to change sex, including reproductive functions. A school of clownfish is always built into a hierarchy with a female fish at the top. When she dies, the most dominant male changes sex and takes her place.","fact","Wikipedia","","43932d729288125fdc592a0b22144c3a"
"Over 1000 birds a year die from smashing into windows!","fact","djtech.net","","a5e575be097f8479e8f818b8461dae00"
"A giraffe can go without water longer than a camel.","fact","djtech.net","","6f1efaa84020a9f7da0e0443c4d7fb8a"
"It's against the law to burp, or sneeze in a church in Nebraska, USA.","fact","djtech.net","","df561885d481d2c9c9a3db40dc057dfa"
"Maine is the only state that has borders with only one other state.","fact","djtech.net","","fbb94ffe6b403ca47de8c59d4602716d"
"Baby Ruth candy bar was named after Grover Cleveland’s daughter, Ruth, not the baseball player.","fact","djtech.net","","33bf6b3ba4b12f5b352cd022f93fd99f"
"111,111,111 x 111,111,111 = 12,345,678,987,654,321","fact","djtech.net","","9d1b9e9224fe532cc9ff729cd27aba6d"
"Elwood Edwards did the voice for the AOL sound files (i.e. “You’ve got Mail!”).","fact","djtech.net","","a7804e71cc17144f86228e7a63681f4f"
"It has NEVER rained in Calama, a town in the Atacama Desert of Chile.","fact","djtech.net","","20fc0dd0783d6ddc986d4321e7967e14"
"The world`s record for keeping a Lifesaver in the mouth with the hole intact is 7 hrs 10 min.","fact","djtech.net","","5ca2a61f05c5ff5ba6432ace47fa2636"
"Sigmund Freud had a morbid fear of ferns.","fact","djtech.net","","5a5e4b2a3dfd10491c293f10acdc9a61"
"A honeybee can fly at fifteen miles per hour.","fact","djtech.net","","9cde3f7c3ce81b6de2dec0ea231b1dbc"
"was Harrison Ford`s idea so that he could take a bathroom break.","fact","djtech.net","","15667e8c10b28cac7ab8fc91aedd6448"
"Bulgarians are known to be the biggest yogurt eaters in the world.","fact","djtech.net","","0d0fc20596f96b238eef89b9434e71f0"
"Seattle’s Fremont Bridge rises up and down more than any drawbridge in the world.","fact","djtech.net","","bf048bb49154273800d7600c1ea75b19"
"Babies are born without knee caps. They don't appear until the child reaches 2-6 years of age.","fact","djtech.net","","e51511f3b7064d2b843e7ca7a8020b0a"
"In Miconesia, coins are 12 feet across.","fact","djtech.net","","f31895f3993397f083a34e364534041d"
"""Venus observa"" is the technical term for the ""missionary position.""","fact","djtech.net","","8699623ef4b9592cb6cf50ba7bfa35c0"
"This common everyday occurrence composed of 59% nitrogen, 21% hydrogen, and 9% dioxide is called a `fart`.","fact","djtech.net","","017e12a12972b700a050091e6e84130d"
"The thumbnail grows the slowest, the middle nail the fastest, nearly 4 times faster than toenails.","fact","djtech.net","","cb3fff99a090ef71e5b74fdfad6dc8be"
"""Rhythm"" is the longest English word without a vowel.","fact","djtech.net","","ce4d45e2f33fb485161b81010e7d3c5e"
"Orville Wright was involved in the first aircraft accident. His passenger, a Frenchman, was killed.","fact","djtech.net","","70aff1613abb2f3468252b5c52f9905d"
"The largest taxi fleet in the world is found in Mexico City. The city boasts a fleet of over 60,000 taxis.","fact","djtech.net","","923c1362cc70773137108410b6ffa12e"
"Barbie's full name is ""Babara Millicent Roberts.""","fact","djtech.net","","f7195e25d87c1f8fa895bed351307b72"
"It costs more to buy a new car today in the United States than it cost Christopher Columbus to equip and undertake three voyages to and from the New World.","fact","djtech.net","","4de0e54a11c3cd1a0fcfa8275c0e4daa"
"A blue whales heart only beats nine times per minute.","fact","djtech.net","","12869b5d712181ea188d3208e88a515e"
"Since 1978, 37 people have died by Vending Machine`s falling on them.  13 people are killed annually.  All this while trying to shake merchandise out of them. 113 people have been injured.","fact","djtech.net","","4262faff0305850483faf38fe3760cd9"
"The U.S. military operates 234 golf courses","fact","djtech.net","","7232af23790fd6f96c5879e21b203e51"
"Chinese Crested dogs can get acne.","fact","djtech.net","","054eb84075d1a9eab87eb6f0f6a0bffb"
"The average woman consumes 6 lbs of lipstick in her lifetime.","fact","djtech.net","","1c393dc8310de881b13ffbb452c30d59"
"15 million blood cells are destroyed in the human body every second.","fact","djtech.net","","d60439736850dd2acb50838833a95ae9"
"The Australian $5 to $100 notes are made of plastic.","fact","djtech.net","","aec10b3319f5b41bc081ffeaf078c3fb"
"The first episode of ""Joanie Loves Chachi"" was the highest rated American program in the history of Korean television, a country where ""Chachi"" translates to ""penis"".","fact","djtech.net","","60bb3a7b5ca974e38fcf21b5688d868f"
"Beetles taste like apples, wasps like pine nuts, and worms like fried bacon.","fact","djtech.net","","e5595bf72deb00bdd993ea96c905379e"
"John Lennon’s first girlfriend was named Thelma Pickles.","fact","djtech.net","","6345e81c7cc93cbcb3f933bfdac93647"
"A healthy (non-colorblind) human eye can distinguish between 500 shades of gray.","fact","djtech.net","","52d8f627fb7957d9b705a1f18f81dc4f"
"One in every 9000 people is an albino.","fact","djtech.net","","db6c6221add3f4d1e6ac71cc310a46d9"
"100% of lottery winners do gain weight","fact","djtech.net","","f99441c30c3ec563b3395ee83b679983"
"Every time you lick a stamp, you're consuming 1/10 of a calorie.","fact","djtech.net","","f29181dfb4ab1e04485427984e9b6f3f"
"The top 3 health-related searches on the Internet are (in this order): Depression, Allergies, & Cancer.","fact","djtech.net","","65d488a0fe5ffd6bb330d5007dc044c4"
"The Eisenhower interstate system requires that one mile in every five must be straight in case of war or emergency, they could be used as airstrips.","fact","djtech.net","","75df2694b257046316c4579a2d2a7e2e"
"Mike Nesmith`s (the guitarist of The Monkeys) mom invented White Out.","fact","djtech.net","","c61e58027e64025d39116224de0a89f9"
"The name for Oz in the ""Wizard of Oz"" was thought up when the creator, Frank Baum, looked at his filing cabinet and saw A-N, and O-Z; hence the name ""OZ.""","fact","djtech.net","","69e0e143f4adafd23a7c216a6087c4ec"
"Sherlock Holmes NEVER said “Elementary, my dear Watson”","fact","djtech.net","","1c6b43b6e3e56e5b42ae59f20fd2bdc1"
"An average human loses about 200 head hairs per day.","fact","djtech.net","","4cda4c402c1c5146186e471fda6c4fc9"
"Your skull is made up of 29 different bones.","fact","djtech.net","","5c53ddb5626f39c53f8104298fa7ef08"
"In the 1980`s American migraines increased by 60%.","fact","djtech.net","","521997d834286f6e624f35f4aa193915"
"The Amazon is the world's largest river, 3,890 miles (6,259 km) long.","fact","djtech.net","","261b98ea089726a007c0ed7fec57865e"
"I've got a really good UDP joke to tell you but I don’t know if you'll get it.","joke","","Programming","0"
"How many programmers does it take to screw in a light bulb? None. It's a hardware problem.","joke","","Programming","1"
"A guy walks into a bar and asks for 1.4 root beers.
The bartender says ""I'll have to charge you extra, that's a root beer float"".
The guy says ""In that case, better make it a double.""","joke","","Programming","2"
"A programmer puts two glasses on his bedside table before going to sleep.
A full one, in case he gets thirsty, and an empty one, in case he doesn't.","joke","","Programming","3"
"Java and C were telling jokes. It was C's turn, so he writes something on the wall, points to it and says ""Do you get the reference?"" But Java didn't.","joke","","Programming","4"
"A SQL statement walks into a bar and sees two tables.
It approaches, and asks ""may I join you?""","joke","","Programming","5"
"Why did the web developer walk out of a resturant in disgust? The seating was laid out in tables.","joke","","Programming","6"
"Why is 6 afraid of 7 in hexadecimal Canada? Because 7 8 9 A?","joke","","Programming","7"
"Programming is like sex. Make one mistake and you end up supporting it for the rest of your life.","joke","","Programming","8"
"Your mama's so FAT she can't save files bigger than 4GB.","joke","","Programming","9"
"Hey, wanna hear a joke? Parsing HTML with regex.","joke","","Programming","10"
"Why do programmers confuse Halloween and Christmas? Because Oct 31 = Dec 25","joke","","Programming","11"
"// This line doesn't actually do anything, but the code stops working when I delete it.","joke","","Programming","12"
"Why does no one like SQLrillex? He keeps dropping the database.","joke","","Programming","13"
"What do you call a developer who doesn't comment code? A developer.","joke","","Programming","14"
"Why did the Python programmer not respond to the foreign mails he got? Because his interpreter was busy collecting garbage.","joke","","Programming","15"
"Why did the programmer quit his job? Because he didn't get arrays.","joke","","Programming","16"
"How can you tell an extroverted programmer? He looks at YOUR shoes when he's talking.","joke","","Programming","17"
"""Honey, go to the store and buy some eggs.""
""OK.""
""Oh and while you're there, get some milk.""
He never returned.","joke","","Programming","18"
"How do you know God is a shitty programmer? He wrote the OS for an entire universe, but didn't leave a single useful comment.","joke","","Programming","19"
"""We messed up the keming again guys.""","joke","","Programming","20"
"Why are modern programming languages so materialistic? Because they are object-oriented.","joke","","Programming","21"
"If Bill Gates had a dime for every time Windows crashed ... Oh wait, he does.","joke","","Programming","22"
"The glass is neither half-full nor half-empty, the glass is twice as big as it needs to be.","joke","","Programming","23"
"A byte walks into a bar looking miserable.
The bartender asks it: ""What's wrong buddy?""
""Parity error."" it replies.
""Ah that makes sense, I thought you looked a bit off.""","joke","","Programming","24"
"ASCII silly question, get a silly ANSI.","joke","","Programming","25"
"What do you get if you lock a monkey in a room with a typewriter for 8 hours? A regular expression.","joke","","Programming","26"
"Java is like Alzheimer's, it starts off slow, but eventually, your memory is gone.","joke","","Programming","27"
"Two C strings walk into a bar.
The bartender asks ""What can I get ya?""
The first string says ""I'll have a gin and tonic.""
The second string thinks for a minute, then says ""I'll take a tequila sunriseJF()#$JF(#)$(@J#()$@#())!*FNIN!OBN134ufh1ui34hf9813f8h8384h981h3984h5F!##@""
The first string apologizes, ""You'll have to excuse my friend, he's not null-terminated.""","joke","","Programming","28"
"What do you call a group of 8 Hobbits? A Hobbyte.","joke","","Programming","29"
"Saying that Java is nice because it works on every OS is like saying that anal sex is nice because it works on every gender.","joke","","Programming","30"
"Why did the JavaScript heap close shop? It ran out of memory.","joke","","Programming","31"
"What is the best prefix for global variables? //","joke","","Programming","32"
"Today I learned that changing random stuff until your program works is ""hacky"" and a ""bad coding practice"" but if you do it fast enough it's ""Machine Learning"" and pays 4x your current salary.","joke","","Programming","33"
"Eight bytes walk into a bar.
The bartender asks, ""Can I get you anything?""
""Yeah,"" reply the bytes.
""Make us a double.""","joke","","Programming","34"
"There are only 10 kinds of people in this world: those who know binary and those who don't.","joke","","Programming","35"
"""Knock, knock.""
""Who's there?""

[very long pause]

""Java.""","joke","","Programming","36"
"Programming is 10% science, 20% ingenuity, and 70% getting the ingenuity to work with the science.","joke","","Programming","37"
"A man is smoking a cigarette and blowing smoke rings into the air. His girlfriend becomes irritated with the smoke and says ""Can't you see the warning on the cigarette pack? Smoking is hazardous to your health!"" to which the man replies, ""I am a programmer.  We don't worry about warnings; we only worry about errors.""","joke","","Programming","38"
"The generation of random numbers is too important to be left to chance.","joke","","Programming","39"
"Debugging: Removing the needles from the haystack.","joke","","Programming","40"
"Hey Girl,
Roses are #ff0000,
Violets are #0000ff,
I use hex codes,
But I'd use RGB for you.","joke","","Programming","41"
"Debugging is like being the detective in a crime movie where you're also the murderer at the same time.","joke","","Programming","42"
"How do you tell HTML from HTML5?
- Try it out in Internet Explorer
- Did it work?
- No?
- It's HTML5.","joke","","Programming","43"
"Have a great weekend!
I hope your code behaves the same on Monday as it did on Friday.","joke","","Programming","44"
"Judge: ""I sentence you to the maximum punishment...""
Me (thinking): ""Please be death, please be death...""
Judge: ""Learn Java!""
Me: ""Damn.""","joke","","Programming","45"
"What's the object-oriented way to become wealthy? Inheritance.","joke","","Programming","46"
"Why did the functional programmer get thrown out of school? Because he refused to take classes.","joke","","Programming","47"
".NET developers are picky when it comes to food. They only like chicken NuGet.","joke","","Programming","48"
"Why do programmers wear glasses? Because they need to C#","joke","","Programming","49"
"Algorithm: A word used by programmers when they don't want to explain how their code works.","joke","","Programming","50"
"So what's a set of predefined steps the government might take to preserve the environment? An Al-Gore-ithm.","joke","","Programming","51"
